concept_id	concept_level	exercise_id	exercise_level	exercise_type_id
3476	B	42814	B1	46
3476	B	42820	B2	52
3477	B	42823	B1	31
3477	B	42832	B2	63
3478	B	42838	B1	40
3479	B	42849	B1	49
3479	B	42859	B2	59
3480	B	42862	B1	32
3481	B	42865	B1	31
3481	B	42875	B2	66
3482	B	42881	B1	34
3482	B	42886	B2	65
3484	B	42906	B1	33
3484	B	42914	B2	67
3485	B	42917	B1	31
3485	B	42927	B2	66
3486	B	42936	B1	48
3486	B	42939	B2	65
3488	B	42963	B1	41
3490	B	42983	B1	32
3490	B	42987	B2	59
3491	B	42995	B1	48
3491	B	43001	B2	58
3492	B	43013	B1	46
3492	B	43017	B2	50
3493	B	43021	B1	31
3494	B	43034	B1	45
3496	B	43050	B2	65
3497	B	43056	B1	48
3497	B	43063	B2	66
3500	B	43092	B1	49
3500	B	43101	B2	63
3502	B	43127	B1	46
3503	B	43136	B1	48
3503	B	43139	B2	51
3504	B	43151	B1	44
3505	B	43157	B1	45
3505	B	43165	B2	54
3508	B	43199	B1	42
3508	B	43206	B2	66
3509	B	43213	B1	36
3511	B	43236	B1	32
3511	B	43245	B2	67
3512	B	43248	B1	40
3513	B	43253	B1	41
3513	B	43259	B2	65
3515	B	43281	B1	35
3515	B	43287	B2	67
3516	B	43290	B1	31
3516	B	43293	B2	60
3518	B	43316	B1	48
3518	B	43326	B2	67
3520	B	43349	B1	46
3520	B	43352	B2	66
3521	B	43359	B1	35
3521	B	43363	B2	61
3522	B	43368	B1	31
3522	B	43377	B2	65
3527	B	43433	B2	61
3528	B	43436	B1	44
3529	B	43439	B1	40
3530	B	43450	B1	47
3530	B	43451	B2	65
3531	B	43455	B1	35
3533	B	43471	B1	36
3533	B	43480	B2	59
3537	B	43527	B1	47
3537	B	43533	B2	66
3541	B	43583	B1	42
3542	B	43591	B1	34
3542	B	43598	B2	67
3543	B	43602	B1	49
3543	B	43603	B2	50
3544	B	43618	B1	35
3544	B	43624	B2	66
3545	B	43633	B1	41
3547	B	43653	B1	46
3548	B	43658	B1	38
3548	B	43666	B2	66
3549	B	43670	B1	37
3549	B	43679	B2	66
3550	B	43688	B1	42
3552	B	43712	B2	58
3553	B	43721	B1	44
3554	B	43724	B1	35
3555	B	43735	B1	47
3555	B	43737	B2	66
3556	B	43740	B1	43
3557	B	43747	B1	35
3557	B	43752	B2	66
3558	B	43757	B1	32
3558	B	43765	B2	66
3559	B	43769	B1	38
3560	B	43772	B1	49
3562	B	43790	B1	36
3563	B	43801	B1	31
3563	B	43811	B2	67
3564	B	43814	B1	33
3565	B	43817	B1	33
3565	B	43827	B2	62
3566	B	43830	B1	48
3567	B	43835	B1	49
3567	B	43836	B2	51
3568	B	43856	B2	64
3570	B	43881	B1	44
3573	B	43911	B1	45
3574	B	43916	B1	39
3575	B	43927	B2	66
3576	B	43930	B1	42
3577	B	43933	B1	31
3577	B	43943	B2	62
3579	B	43959	B2	64
3580	B	43962	B1	32
3580	B	43972	B2	62
3581	B	43976	B1	32
3581	B	43985	B2	67
3582	B	43992	B1	42
3582	B	43998	B2	65
3583	B	44001	B2	53
3586	B	44032	B1	33
3586	B	44039	B2	63
3587	B	44043	B1	37
3589	B	44063	B1	49
3589	B	44067	B2	57
3591	B	44085	B2	60
3593	B	44101	B1	45
3595	B	44118	B1	49
3595	B	44119	B2	51
3598	B	44158	B1	41
3598	B	44166	B2	66
3599	B	44174	B1	45
3599	B	44179	B2	66
3600	B	44182	B1	31
3600	B	44184	B2	53
3601	B	44195	B1	31
3602	B	44198	B2	56
3604	B	44216	B1	39
3605	B	44229	B1	41
3605	B	44237	B2	66
3606	B	44249	B2	60
3608	B	44266	B1	31
3608	B	44272	B2	63
3609	B	44282	B1	47
3609	B	44287	B2	52
3610	B	44292	B1	39
3611	B	44303	B1	47
3611	B	44304	B2	65
3614	B	44334	B1	38
3616	B	44357	B1	41
3617	B	44367	B1	49
3617	B	44373	B2	66
3618	B	44376	B1	45
3618	B	44381	B2	50
3619	B	44395	B2	60
3620	B	44407	B1	43
3621	B	44416	B1	37
3621	B	44425	B2	66
3622	B	44433	B1	39
3622	B	44438	B2	67
3624	B	44454	B1	41
3626	B	44470	B2	59
3628	B	44492	B2	57
3629	B	44500	B1	41
3629	B	44507	B2	62
3630	B	44513	B1	32
3630	B	44519	B2	64
3631	B	44528	B1	43
3631	B	44535	B2	50
3632	B	44544	B1	43
3634	B	44565	B1	32
3634	B	44573	B2	66
3635	B	44577	B2	63
3636	B	44590	B1	48
3638	B	44606	B1	38
3638	B	44613	B2	60
3640	B	44632	B1	48
3640	B	44634	B2	50
3642	B	44658	B1	31
3643	B	44671	B1	43
3644	B	44676	B2	52
3645	B	44690	B1	43
3645	B	44697	B2	50
3646	B	44700	B1	42
3646	B	44710	B2	52
3647	B	44713	B1	38
3647	B	44723	B2	62
3648	B	44734	B1	42
3648	B	44735	B2	63
3649	B	44739	B2	67
3650	B	44742	B1	31
3650	B	44746	B2	57
3651	B	44755	B1	48
3651	B	44763	B2	56
3652	B	44768	B1	33
3655	B	44807	B2	67
3657	B	44823	B2	51
3658	B	44826	B2	52
3659	B	44829	B2	57
3660	B	44832	B1	31
3660	B	44839	B2	61
3662	B	44860	B1	38
3662	B	44865	B2	56
3663	B	44871	B2	58
3664	B	44875	B1	32
3664	B	44883	B2	63
3665	B	44891	B1	44
3665	B	44897	B2	66
3666	B	44900	B1	42
