concept_id	concept_level	exercise_id	exercise_level	exercise_type_id
1140	A	29627	A2	26
1144	A	13223	A1	10
1144	A	13226	A2	13
1145	A	13242	A1	2
1145	A	13264	A2	24
1146	A	13269	A1	2
1146	A	13279	A2	12
1147	A	29632	A1	4
1147	A	29645	A2	17
1150	A	13302	A1	5
1150	A	13312	A2	15
1151	A	29661	A1	5
1151	A	29674	A2	18
1152	A	13334	A1	9
1152	A	13348	A2	23
1155	A	29693	A1	10
1155	A	29697	A2	14
1156	A	13359	A1	4
1156	A	13378	A2	23
1157	A	13391	A1	9
1157	A	13394	A2	12
1158	A	29713	A1	3
1158	A	29726	A2	16
1159	A	13416	A1	6
1159	A	29753	A2	16
1160	A	29774	A1	10
1160	A	29776	A2	12
1161	A	13440	A1	2
1161	A	13464	A2	26
1165	A	13501	A1	7
1165	A	13520	A2	26
1167	A	29849	A1	4
1167	A	29867	A2	22
1169	A	13558	A1	8
1169	A	13567	A2	17
1170	A	29903	A1	4
1170	A	29922	A2	23
1171	A	29937	A1	11
1171	A	29949	A2	23
1172	A	29960	A1	7
1172	A	29970	A2	17
1173	A	30036	A1	2
1173	A	30049	A2	15
1174	A	13583	A1	2
1174	A	13597	A2	16
1175	A	13609	A1	1
1175	A	13627	A2	19
1177	A	30094	A1	6
1177	A	30102	A2	14
1178	A	13646	A1	9
1178	A	13653	A2	16
1179	A	13666	A1	2
1179	A	13677	A2	13
1181	A	30207	A1	9
1181	A	30224	A2	26
1183	A	13699	A1	5
1183	A	13707	A2	13
1184	A	30261	A1	9
1184	A	30268	A2	16
1186	A	13725	A1	2
1186	A	13738	A2	15
1187	A	13754	A1	4
1187	A	13762	A2	12
1188	A	30454	A1	11
1188	A	30466	A2	23
1189	A	13787	A1	9
1189	A	13800	A2	22
1191	A	13807	A1	1
1191	A	13818	A2	12
1192	A	13841	A1	8
1192	A	13847	A2	14
1194	A	13863	A1	2
1194	A	13881	A2	20
1196	A	13896	A1	7
1196	A	13908	A2	19
1197	A	30640	A1	8
1197	A	30650	A2	18
1200	A	13921	A1	2
1200	A	13943	A2	24
1202	A	13952	A1	5
1202	A	13970	A2	23
1205	A	14003	A1	1
1205	A	14017	A2	15
1206	A	14036	A1	7
1206	A	14042	A2	13
1207	A	14061	A1	5
1207	A	14073	A2	17
1211	B	38343	B1	43
1211	B	38351	B2	51
1212	A	14091	A1	4
1212	A	14108	A2	21
1213	A	14116	A1	2
1213	A	14126	A2	12
1214	A	14145	A1	4
1214	A	14158	A2	17
1219	A	14207	A1	9
1219	A	14217	A2	19
1221	A	30885	A1	9
1221	A	30888	A2	12
1224	A	30964	A1	5
1224	A	30980	A2	21
1225	A	14232	A1	2
1225	A	14243	A2	13
1226	A	14263	A1	6
1226	A	14277	A2	20
1227	A	14290	A1	6
1227	A	14306	A2	22
1228	A	31018	A1	5
1228	A	31031	A2	18
1229	A	31104	A1	10
1229	A	31119	A2	25
1231	A	14315	A1	1
1231	A	14334	A2	20
1232	A	14350	A1	9
1232	A	14364	A2	23
1233	A	31237	A1	7
1233	A	31244	A2	14
1235	A	14375	A1	5
1235	A	14396	A2	26
1237	A	14409	A1	11
1237	A	14424	A2	26
1238	A	31537	A1	10
1238	A	31552	A2	25
1241	A	31673	A1	11
1241	A	31678	A2	16
1242	A	14435	A1	6
1242	A	14443	A2	14
1243	A	14460	A1	4
1243	A	14474	A2	18
1245	A	31720	A1	4
1245	A	31742	A2	26
1248	A	14524	A1	11
1248	A	14535	A2	22
1249	A	14546	A1	6
1249	A	14561	A2	21
1251	A	14574	A1	6
1251	A	14582	A2	14
1253	A	14600	A1	4
1253	A	14614	A2	18
1254	A	14624	A1	1
1254	A	14646	A2	23
1255	A	31886	A1	8
1255	A	31899	A2	21
1256	A	14655	A1	4
1256	A	14665	A2	14
1257	A	14680	A1	2
1257	A	14690	A2	12
1258	A	31940	A1	7
1258	A	31954	A2	21
1260	A	14711	A1	4
1260	A	14732	A2	25
1262	A	14741	A1	6
1262	A	14758	A2	23
1263	A	14764	A1	2
1263	A	14779	A2	17
1269	A	14798	A1	4
1269	A	14817	A2	23
1270	A	14823	A1	2
1270	A	14835	A2	14
1272	A	32052	A1	10
1272	A	32062	A2	20
1273	A	14855	A1	5
1273	A	14872	A2	22
1274	A	14883	A1	6
1274	A	14900	A2	23
1277	A	14916	A1	10
1277	A	14929	A2	23
1278	B	38879	B1	31
1278	B	38888	B2	66
1279	A	14940	A1	6
1279	A	14949	A2	15
1280	A	14968	A1	7
1280	A	14984	A2	23
1282	A	14998	A1	9
1282	A	15013	A2	24
1284	A	32186	A1	7
1284	A	32195	A2	16
1285	A	32265	A1	5
1285	A	32273	A2	13
1286	A	15052	A1	7
1286	A	15070	A2	25
1287	A	15076	A1	4
1287	A	15090	A2	18
1288	A	15106	A1	7
1288	A	15116	A2	17
1290	A	15133	A1	6
1290	A	15149	A2	22
1291	A	15158	A1	4
1291	A	15176	A2	22
1293	A	15212	A1	4
1293	A	15220	A2	12
1294	A	15245	A1	10
1294	A	15254	A2	19
1296	A	32427	A1	5
1296	A	32438	A2	16
1297	A	32484	A1	8
1297	A	32495	A2	19
1300	A	32505	A1	2
1300	A	32525	A2	22
1303	A	32532	A1	2
1303	A	32543	A2	13
1304	A	15300	A1	3
1304	A	15321	A2	24
1306	A	15333	A1	8
1306	A	15342	A2	17
1308	A	32643	A1	11
1308	A	32644	A2	12
1309	A	15363	A1	9
1309	A	15366	A2	12
1310	A	32649	A1	4
1310	A	32653	A2	25
1311	A	32674	A2	14
1313	A	15390	A1	6
1313	A	15405	A2	21
1315	A	32696	A1	6
1315	A	32698	A2	21
1317	A	15420	A1	6
1317	A	15428	A2	14
1318	A	15449	A1	8
1318	A	15462	A2	21
1319	B	39259	B2	55
1320	A	15472	A1	3
1320	A	15490	A2	21
1321	A	32742	A1	6
1321	A	32747	A2	16
1324	A	15502	A1	3
1324	A	15511	A2	12
1326	A	15531	A1	4
1326	A	15552	A2	25
1327	A	15558	A1	4
1327	A	15578	A2	24
1328	B	39400	B1	31
1328	B	39410	B2	66
1329	A	15588	A1	6
1329	A	15606	A2	24
1330	A	32753	A1	9
1330	A	32757	A2	13
1331	A	15616	A1	6
1331	A	15626	A2	16
1332	A	15642	A1	5
1332	A	15660	A2	23
1334	A	32763	A1	8
1334	A	32766	A2	21
1336	A	15668	A1	1
1336	A	15681	A2	14
1337	A	15703	A1	9
1337	A	15713	A2	19
1339	A	15752	A1	4
1339	A	15766	A2	18
1340	B	39512	B1	46
1340	B	39514	B2	65
1341	A	15785	A1	9
1341	A	15799	A2	23
1342	A	15808	A1	5
1342	A	15820	A2	17
1343	A	15835	A1	5
1343	A	15844	A2	14
1344	A	15868	A1	11
1344	A	15877	A2	20
1345	A	15885	A1	1
1345	A	15896	A2	12
1346	A	32799	A1	11
1346	A	32801	A2	13
1347	A	32809	A1	9
1347	A	32815	A2	15
1348	A	15917	A1	4
1348	A	15939	A2	26
1349	A	15941	A1	1
1349	A	15960	A2	20
1351	A	15997	A1	3
1351	A	16011	A2	17
1352	A	32871	A1	1
1352	A	32876	A2	16
1353	A	16027	A1	5
1353	A	16038	A2	16
1354	A	32890	A1	3
1354	A	32895	A2	25
1357	A	16057	A1	5
1357	A	16071	A2	19
1358	A	16085	A1	6
1358	A	16097	A2	18
1359	A	32928	A1	7
1360	A	16115	A1	8
1360	A	16130	A2	23
1361	A	32949	A1	8
1361	A	32952	A2	19
1362	A	16142	A1	7
1362	A	16160	A2	25
1363	A	16173	A1	11
1363	A	16176	A2	14
1364	A	16199	A1	10
1364	A	16203	A2	14
1365	A	16220	A1	4
1365	A	16231	A2	15
1368	A	32966	A1	3
1368	A	32969	A2	19
1371	A	32977	A1	7
1371	A	32980	A2	20
1372	A	16276	A1	1
1372	A	16293	A2	18
1373	A	16306	A1	4
1373	A	16326	A2	24
1375	A	32985	A1	9
1375	A	32990	A2	26
1376	A	16340	A1	9
1376	A	16346	A2	15
1377	A	16363	A1	5
1377	A	16375	A2	17
1380	A	16394	A1	7
1380	A	16407	A2	20
1381	A	16420	A1	6
1381	A	16433	A2	19
1382	A	16446	A1	5
1382	A	16453	A2	12
1384	A	16501	A1	6
1384	A	16515	A2	20
1386	A	16530	A1	7
1386	A	16539	A2	16
1388	A	16552	A1	1
1388	A	16569	A2	18
1389	A	33034	A1	6
1389	A	33039	A2	14
1391	A	16614	A1	8
1391	A	16626	A2	20
1393	A	33053	A1	9
1393	A	33057	A2	15
1394	A	33070	A1	1
1394	A	33074	A2	17
1395	A	16639	A1	3
1395	A	16659	A2	23
1396	A	33086	A1	7
1396	A	33088	A2	26
1397	A	33096	A2	24
1398	A	16673	A1	8
1398	A	16686	A2	21
1399	A	33109	A1	3
1399	A	33115	A2	26
1400	A	33122	A1	10
1400	A	33124	A2	21
1401	A	33127	A1	11
1401	A	33129	A2	15
1403	A	16704	A1	8
1403	A	16710	A2	14
1404	A	33137	A1	7
1404	A	33141	A2	19
1405	A	16731	A1	7
1405	A	16736	A2	12
1406	A	33148	A1	8
1406	A	33151	A2	21
1407	A	33156	A1	7
1407	A	33159	A2	20
1408	A	33162	A1	2
1408	A	33169	A2	21
1411	A	16766	A1	10
1411	A	16769	A2	13
1412	A	16791	A1	8
1412	A	16797	A2	14
1413	A	33186	A2	16
1414	A	16813	A1	2
1414	A	16823	A2	12
1418	B	39920	B1	43
1418	B	39928	B2	52
1419	A	16846	A1	4
1419	A	16862	A2	20
1420	A	33214	A1	8
1420	A	33219	A2	13
1422	A	16875	A1	4
1422	A	16885	A2	14
1424	A	33252	A1	8
1424	A	33255	A2	19
1425	A	16907	A1	7
1425	A	16914	A2	14
1426	A	33261	A1	9
1426	A	33264	A2	22
1428	A	16936	A1	7
1428	A	16942	A2	13
1429	A	16966	A1	10
1429	A	16972	A2	16
1430	A	33276	A1	4
1430	A	33278	A2	12
1431	A	33285	A1	7
1431	A	33291	A2	13
1433	A	33303	A1	3
1433	A	33306	A2	17
1434	A	16990	A1	3
1434	A	17009	A2	22
1436	A	17022	A1	7
1436	A	17036	A2	21
1437	A	33334	A2	18
1438	A	33344	A2	23
1439	A	17049	A1	5
1439	A	17062	A2	18
1440	A	17074	A1	3
1440	A	17097	A2	26
1441	B	40060	B1	31
1441	B	40068	B2	65
1443	A	33371	A1	10
1443	A	33373	A2	12
1444	A	17102	A1	1
1444	A	17121	A2	20
1445	A	17130	A1	2
1445	A	17154	A2	26
1448	A	17187	A1	4
1448	A	17209	A2	26
1450	A	17212	A1	1
1450	A	17234	A2	23
1451	A	33382	A1	10
1451	A	33384	A2	21
1452	A	17243	A1	4
1452	A	17262	A2	23
1456	A	33396	A1	3
1456	A	33401	A2	23
1457	A	17281	A1	11
1457	A	17287	A2	17
1458	A	17304	A1	7
1458	A	17315	A2	18
1459	B	40169	B1	40
1459	B	40170	B2	66
1461	A	17330	A1	4
1461	A	17343	A2	17
1462	A	17363	A1	10
1462	A	17366	A2	13
1463	A	17381	A1	1
1463	A	17404	A2	24
1464	A	17417	A1	10
1464	A	17430	A2	23
1468	A	17443	A1	6
1468	A	17461	A2	24
1469	A	33494	A1	5
1469	A	33496	A2	23
1473	A	17496	A1	2
1473	A	17516	A2	22
1474	A	17524	A1	3
1474	A	17537	A2	16
1476	A	17559	A1	10
1476	A	17570	A2	21
1481	A	17589	A1	9
1481	A	17605	A2	25
1482	A	17618	A1	11
1482	A	17629	A2	22
1484	A	17643	A1	8
1484	A	17653	A2	18
1485	A	17673	A1	11
1485	A	17685	A2	23
1486	A	33547	A2	23
1487	A	33551	A1	6
1487	A	33555	A2	20
1488	A	17698	A1	7
1488	A	17711	A2	20
1489	A	17724	A1	6
1489	A	17741	A2	23
1490	A	17747	A1	2
1490	A	17769	A2	24
1491	A	33599	A1	3
1491	A	33601	A2	20
1492	A	33608	A2	16
1493	A	17780	A1	6
1493	A	17794	A2	20
1494	A	33617	A1	3
1494	A	33623	A2	26
1495	A	17813	A1	11
1495	A	17822	A2	20
1497	A	17831	A1	1
1497	A	17852	A2	22
1498	A	33630	A1	11
1498	A	33631	A2	12
1499	A	17865	A1	7
1499	A	17871	A2	13
1500	A	17894	A1	9
1500	A	17906	A2	21
1502	A	33637	A2	17
1503	A	17916	A1	2
1503	A	17935	A2	21
1504	A	17946	A1	5
1504	A	17962	A2	21
1506	B	40483	B1	34
1506	B	40490	B2	66
1507	A	33683	A1	6
1508	A	17977	A1	6
1508	A	17993	A2	22
1509	A	18001	A1	3
1509	A	18014	A2	16
1510	A	33694	A1	9
1510	A	33696	A2	13
1511	A	18027	A1	1
1511	A	18041	A2	15
1512	A	18059	A1	6
1512	A	18068	A2	15
1513	A	18082	A1	2
1513	A	18092	A2	12
1514	A	18108	A1	1
1514	A	18119	A2	12
1515	A	18145	A1	11
1515	A	18149	A2	15
1516	A	33719	A1	10
1516	A	33726	A2	17
1518	B	40618	B1	48
1518	B	40622	B2	52
1519	A	18196	A1	6
1519	A	18202	A2	12
1520	A	18219	A1	2
1520	A	18238	A2	21
1523	A	18273	A1	1
1523	A	18296	A2	24
1524	A	18309	A1	10
1524	A	18319	A2	20
1525	A	18332	A1	6
1525	A	18352	A2	26
1528	A	33748	A1	9
1528	A	33752	A2	15
1529	A	18364	A1	8
1529	A	18369	A2	13
1530	A	33778	A1	7
1530	A	33782	A2	19
1531	A	18387	A1	3
1531	A	18405	A2	21
1533	A	18415	A1	3
1533	A	18434	A2	22
1540	A	18474	A1	3
1540	A	18494	A2	23
1541	B	40759	B1	37
1541	B	40764	B2	53
1543	A	18511	A1	11
1543	A	18516	A2	16
1545	A	18539	A1	11
1545	A	18554	A2	26
1547	A	18558	A1	2
1547	A	18568	A2	12
1549	A	18587	A1	3
1549	A	18607	A2	23
1550	A	18614	A1	3
1550	A	18634	A2	23
1551	A	18642	A1	4
1551	A	18654	A2	16
1554	A	18673	A1	6
1554	A	18686	A2	19
1556	A	18705	A1	10
1556	A	18714	A2	19
1558	A	18734	A1	11
1558	A	18749	A2	26
1559	A	18754	A1	4
1559	A	18765	A2	15
1560	A	18784	A1	7
1560	A	18791	A2	14
1561	A	33885	A1	2
1561	A	33888	A2	20
1562	A	18809	A1	4
1562	A	18818	A2	13
1563	B	40960	B1	44
1563	B	40965	B2	66
1567	A	18841	A1	5
1567	A	18854	A2	18
1569	A	18873	A1	9
1569	A	18889	A2	25
1570	A	18899	A1	8
1570	A	18917	A2	26
1571	A	18928	A1	10
1571	A	18941	A2	23
1573	A	18973	A1	1
1573	A	18984	A2	12
1574	B	41053	B1	40
1574	B	41062	B2	66
1576	A	19010	A1	9
1576	A	19015	A2	14
1579	A	19038	A1	8
1579	A	19054	A2	24
1580	A	33962	A2	20
1581	A	33968	A1	10
1581	A	33971	A2	17
1582	A	33981	A1	6
1582	A	33984	A2	26
1583	A	19063	A1	3
1583	A	19083	A2	23
1584	A	19094	A1	7
1584	A	19105	A2	18
1585	A	33995	A1	3
1585	A	34002	A2	26
1586	B	41146	B1	31
1586	B	41152	B2	60
1587	A	34014	A1	5
1588	A	19128	A1	11
1588	A	19134	A2	17
1589	A	34023	A1	3
1589	A	34028	A2	24
1590	A	19151	A1	6
1590	A	19159	A2	14
1591	A	34038	A2	23
1592	A	19184	A1	11
1592	A	19189	A2	16
1593	A	19204	A1	4
1593	A	19220	A2	20
1594	A	19229	A1	2
1594	A	19251	A2	24
1595	A	19261	A1	7
1595	A	19276	A2	22
1596	B	41170	B1	47
1596	B	41172	B2	66
1598	A	34058	A2	14
1599	A	19312	A1	2
1599	A	19327	A2	17
1601	A	19348	A1	10
1601	A	19354	A2	16
1605	A	19374	A1	6
1605	A	19388	A2	20
1606	A	19397	A1	2
1606	A	19407	A2	12
1609	A	19429	A1	5
1609	A	19436	A2	12
1610	A	34078	A1	6
1610	A	34081	A2	19
1612	A	19464	A1	11
1612	A	19474	A2	21
1614	A	19492	A1	11
1614	A	19494	A2	13
1615	A	19512	A1	4
1615	A	19526	A2	18
1616	A	34114	A1	4
1616	A	34118	A2	23
1617	A	34122	A1	7
1617	A	34127	A2	12
1618	A	19548	A1	11
1618	A	19556	A2	19
1619	A	34130	A1	1
1619	A	34136	A2	24
1622	A	19578	A1	11
1622	A	19588	A2	21
1624	A	34166	A1	1
1624	A	34171	A2	15
1626	A	19625	A1	2
1626	A	19648	A2	25
1627	A	19661	A1	11
1627	A	19676	A2	26
1629	A	19710	A1	6
1629	A	19718	A2	14
1630	A	19733	A1	2
1630	A	19755	A2	24
1631	A	19761	A1	3
1631	A	19774	A2	16
1632	A	34197	A1	11
1632	A	34200	A2	14
1634	A	19793	A1	6
1634	A	19801	A2	14
1635	A	34228	A1	11
1635	A	34229	A2	12
1637	A	19826	A1	10
1637	A	19832	A2	16
1640	A	19848	A1	3
1640	A	19864	A2	19
1641	A	34236	A1	6
1641	A	34240	A2	26
1643	A	19876	A1	2
1643	A	19892	A2	18
1645	A	19936	A1	8
1645	A	19945	A2	17
1646	A	19965	A1	10
1646	A	19979	A2	24
1647	A	34270	A1	11
1647	A	34271	A2	14
1648	A	19994	A1	11
1648	A	20006	A2	23
1649	A	20017	A1	7
1649	A	20029	A2	19
1651	A	34282	A2	19
1652	A	34299	A1	3
1652	A	34304	A2	25
1653	A	20044	A1	4
1653	A	20055	A2	15
1654	A	20069	A1	2
1654	A	20081	A2	14
1655	A	20102	A1	8
1655	A	20113	A2	19
1656	A	20126	A1	5
1656	A	20142	A2	21
1657	A	34308	A1	10
1657	A	34310	A2	12
1658	A	20155	A1	6
1658	A	20163	A2	14
1659	A	20186	A1	10
1659	A	20199	A2	23
1661	A	34325	A1	4
1662	A	34350	A1	10
1663	A	20213	A1	7
1663	A	20224	A2	18
1664	A	34355	A1	5
1664	A	34361	A2	13
1665	A	34373	A1	8
1665	A	34379	A2	23
1668	A	20244	A1	7
1668	A	20257	A2	20
1669	A	20273	A1	9
1669	A	20279	A2	15
1671	A	20293	A1	1
1671	A	20314	A2	22
1672	A	20330	A1	11
1672	A	20340	A2	21
1675	A	34408	A1	1
1675	A	34414	A2	22
1677	A	34420	A1	10
1677	A	34424	A2	21
1678	A	20354	A1	3
1678	A	20367	A2	16
1679	A	34440	A1	5
1679	A	34441	A2	21
1681	A	20388	A1	8
1681	A	20401	A2	21
1682	A	20416	A1	9
1682	A	20430	A2	23
1683	A	20443	A1	9
1683	A	20460	A2	26
1684	A	20468	A1	7
1684	A	20479	A2	18
1685	A	20497	A1	9
1685	A	20508	A2	20
1686	A	20518	A1	3
1686	A	20532	A2	17
1688	A	20547	A1	4
1688	A	20568	A2	25
1689	A	34458	A1	4
1689	A	34464	A2	26
1694	A	20602	A1	1
1694	A	20614	A2	13
1695	A	34477	A1	2
1695	A	34483	A2	20
1698	A	34487	A1	3
1698	A	34492	A2	24
1699	A	34504	A1	4
1699	A	34511	A2	21
1700	A	20644	A1	11
1700	A	20647	A2	14
1701	A	20669	A1	9
1701	A	20672	A2	12
1703	A	20694	A1	6
1703	A	20706	A2	18
1704	A	20717	A1	2
1704	A	20737	A2	22
1714	A	20786	A1	9
1714	A	20792	A2	15
1715	A	20815	A1	11
1715	A	20826	A2	22
1716	A	20837	A1	6
1716	A	20848	A2	17
1717	A	20863	A1	5
1717	A	20884	A2	26
1719	A	20918	A1	6
1719	A	20934	A2	22
1721	A	20945	A1	5
1721	A	20954	A2	14
1722	A	34571	A1	1
1722	A	34575	A2	23
1723	A	34582	A1	9
1723	A	34586	A2	24
1724	A	20971	A1	2
1724	A	20985	A2	16
1725	A	21004	A1	8
1725	A	21017	A2	21
1728	A	21034	A1	9
1728	A	21049	A2	24
1729	A	21056	A1	4
1729	A	21074	A2	22
1731	A	21084	A1	4
1731	A	21105	A2	25
1733	B	42042	B1	48
1733	B	42050	B2	56
1734	A	21115	A1	6
1734	A	21129	A2	20
1736	A	34618	A1	2
1736	A	34624	A2	24
1738	A	21146	A1	7
1738	A	21158	A2	19
1739	A	21172	A1	6
1739	A	21185	A2	19
1740	B	42095	B2	52
1741	A	34648	A1	4
1741	A	34651	A2	18
1742	A	21205	A1	10
1742	A	21210	A2	15
1743	A	21233	A1	11
1743	A	21244	A2	22
1744	A	34663	A1	9
1745	A	21258	A1	8
1745	A	21267	A2	17
1746	A	34674	A1	1
1746	A	34679	A2	15
1747	A	21286	A1	8
1747	A	21303	A2	25
1750	A	21309	A1	2
1750	A	21333	A2	26
1752	A	34787	A1	9
1752	A	34791	A2	15
1753	A	21372	A1	10
1753	A	21385	A2	23
1754	A	21392	A1	3
1754	A	21406	A2	17
1755	A	21424	A1	8
1755	A	21431	A2	15
1756	A	21444	A1	1
1756	A	21466	A2	23
1757	A	34817	A2	21
1758	B	42409	B1	35
1758	B	42416	B2	62
1759	A	21476	A1	4
1759	A	21492	A2	20
1761	A	21509	A1	9
1761	A	21514	A2	14
1762	A	34851	A1	6
1762	A	34855	A2	20
1763	A	34858	A1	10
1763	A	34865	A2	26
1764	A	21540	A1	11
1764	A	21552	A2	23
1765	A	21557	A1	1
1765	A	21569	A2	13
1766	A	21587	A1	4
1766	A	21601	A2	18
1767	A	21619	A1	9
1767	A	21634	A2	24
1768	A	21645	A1	8
1768	A	21663	A2	26
1769	A	21670	A1	6
1769	A	21684	A2	20
1770	A	21698	A1	7
1770	A	21711	A2	20
1771	A	21721	A1	3
1771	A	21743	A2	25
1773	A	34896	A1	1
1773	A	34900	A2	16
1774	A	21754	A1	7
1774	A	21771	A2	24
1775	A	21784	A1	10
1775	A	21791	A2	17
1778	A	21806	A1	3
1778	A	21825	A2	22
1779	A	21841	A1	11
1779	A	21845	A2	15
1780	A	21868	A1	11
1780	A	21869	A2	12
1781	A	21894	A1	10
1781	A	21910	A2	26
1782	A	21920	A1	9
1782	A	21932	A2	21
1783	A	21939	A1	1
1783	A	21959	A2	21
1785	A	21976	A1	10
1785	A	21989	A2	23
1786	A	22002	A1	9
1786	A	22018	A2	25
1788	A	22058	A1	11
1788	A	22062	A2	15
1789	A	22077	A1	3
1789	A	22097	A2	23
1790	A	34933	A1	3
1790	A	34937	A2	23
1793	A	22131	A1	1
1793	A	22153	A2	23
1794	A	22159	A1	2
1794	A	22183	A2	26
1796	A	22213	A1	2
1796	A	22228	A2	17
1799	A	22251	A1	11
1799	A	22263	A2	23
1800	A	22269	A1	2
1800	A	22293	A2	26
1801	A	34954	A1	10
1801	A	34956	A2	19
1802	A	22300	A1	5
1802	A	22311	A2	16
1803	A	22325	A1	3
1803	A	22348	A2	26
1805	A	34999	A2	16
1806	B	42749	B1	44
1806	B	42755	B2	50
1807	A	22362	A1	10
1807	A	22364	A2	12
1808	A	22385	A1	6
1808	A	22402	A2	23
1810	A	22411	A1	4
1810	A	22422	A2	15
1811	A	35040	A1	3
1811	A	35046	A2	24
1812	A	22441	A1	6
1812	A	22452	A2	17
1813	A	22468	A1	6
1813	A	22484	A2	22
1814	A	22491	A1	2
1814	A	22509	A2	20
1815	A	22524	A1	8
1815	A	22528	A2	12
1816	A	22546	A1	3
1816	A	22557	A2	14
1817	A	35050	A1	8
1817	A	35054	A2	19
1818	A	35062	A2	16
1819	B	42900	B1	47
1819	B	42901	B2	65
1820	A	35068	A1	5
1820	A	35072	A2	19
1821	A	22576	A1	2
1821	A	22588	A2	14
1822	A	35079	A1	9
1822	A	35082	A2	25
1824	A	22608	A1	5
1824	A	22621	A2	18
1825	A	35087	A1	3
1825	A	35088	A2	15
1826	A	22642	A1	11
1826	A	22653	A2	22
1829	A	22671	A1	11
1829	A	22686	A2	26
1830	A	35096	A1	7
1830	A	35101	A2	12
1831	A	35105	A1	2
1831	A	35112	A2	21
1832	A	35118	A1	11
1832	A	35119	A2	12
1833	A	22695	A1	5
1833	A	22712	A2	22
1834	A	35145	A1	10
1834	A	35147	A2	13
1835	A	22726	A1	8
1835	A	22738	A2	20
1836	A	22748	A1	3
1836	A	22759	A2	14
1837	A	22779	A1	7
1837	A	22785	A2	13
1838	A	35164	A1	10
1838	A	35166	A2	21
1839	A	35173	A2	18
1840	A	22811	A1	10
1840	A	22817	A2	16
1841	A	35201	A2	23
1842	A	22835	A1	6
1842	A	22846	A2	17
1843	A	22858	A1	2
1843	A	22881	A2	25
1845	A	22887	A1	3
1845	A	22908	A2	24
1847	A	22916	A1	4
1847	A	22927	A2	15
1848	A	35206	A1	9
1848	A	35210	A2	24
1849	A	22941	A1	1
1849	A	22960	A2	20
1850	A	35217	A2	15
1851	A	22974	A1	6
1851	A	22992	A2	24
1853	A	23004	A1	8
1853	A	23008	A2	12
1854	A	23026	A1	3
1854	A	23042	A2	19
1856	A	23058	A1	7
1856	A	23076	A2	25
1858	A	35235	A1	9
1858	A	35241	A2	17
1859	A	23088	A1	8
1859	A	23099	A2	19
1860	A	23110	A1	3
1860	A	23127	A2	20
1861	B	43106	B2	57
1862	A	23145	A1	10
1862	A	23161	A2	26
1863	A	35250	A1	7
1867	B	43183	B1	46
1868	A	23178	A1	11
1868	A	23190	A2	23
1869	A	23199	A1	5
1869	A	23213	A2	19
1870	A	23224	A1	3
1870	A	23243	A2	22
1871	A	23259	A1	11
1871	A	23267	A2	19
1872	A	23284	A1	9
1872	A	23290	A2	15
1873	A	23310	A1	8
1873	A	23321	A2	19
1874	A	23337	A1	8
1874	A	23355	A2	26
1875	A	23363	A1	7
1875	A	23372	A2	16
1876	A	23388	A1	5
1876	A	23409	A2	26
1877	A	23415	A1	5
1877	A	23425	A2	15
1878	A	23440	A1	3
1878	A	23449	A2	12
1879	A	35311	A1	11
1879	A	35317	A2	23
1881	A	35321	A1	9
1881	A	35324	A2	14
1882	A	23476	A1	9
1882	A	23487	A2	20
1883	A	23495	A1	1
1883	A	23519	A2	25
1884	A	35333	A1	6
1884	A	35338	A2	21
1885	A	23528	A1	6
1885	A	23536	A2	14
1887	A	23553	A1	3
1887	A	23566	A2	16
1888	A	35359	A1	11
1888	A	35365	A2	17
1889	A	23589	A1	11
1889	A	23601	A2	23
1890	A	23606	A1	1
1890	A	23629	A2	24
1891	A	23638	A1	6
1891	A	23650	A2	18
1896	A	35406	A1	3
1896	A	35411	A2	20
1898	A	23720	A1	3
1898	A	23731	A2	14
1899	A	23753	A1	9
1899	A	23757	A2	13
1900	A	35417	A1	10
1900	A	35419	A2	19
1901	A	23774	A1	2
1901	A	23798	A2	26
1905	A	23812	A1	10
1905	A	23815	A2	13
1907	A	23837	A1	7
1907	A	23843	A2	13
1909	B	43505	B1	44
1910	A	23889	A1	4
1910	A	23908	A2	23
1911	A	23921	A1	9
1911	A	23938	A2	26
1912	A	23949	A1	10
1912	A	23958	A2	19
1913	A	35455	A1	7
1913	A	35459	A2	14
1915	A	35476	A1	6
1915	A	35481	A2	20
1917	A	23981	A1	11
1917	A	23985	A2	15
1918	A	23998	A1	1
1918	A	24009	A2	12
1921	B	43568	B1	49
1921	B	43570	B2	51
1923	A	35532	A1	8
1923	A	35535	A2	21
1924	A	24085	A1	4
1924	A	24098	A2	17
1925	A	24115	A1	7
1925	A	24121	A2	13
1927	A	24140	A1	4
1927	A	24157	A2	21
1928	A	24164	A1	1
1928	A	24180	A2	17
1931	A	24229	A1	11
1931	A	24237	A2	19
1934	A	35579	A1	11
1934	A	35580	A2	19
1936	A	24284	A1	9
1936	A	24296	A2	21
1937	A	24308	A1	6
1937	A	24326	A2	24
1939	A	35593	A1	4
1939	A	35597	A2	25
1940	A	24341	A1	10
1940	A	24343	A2	12
1942	A	24368	A1	9
1942	A	24380	A2	21
1944	A	24395	A1	8
1944	A	24409	A2	22
1945	A	24425	A1	11
1945	A	24429	A2	15
1946	A	35629	A1	6
1946	A	35634	A2	21
1947	A	35640	A1	11
1947	A	35642	A2	20
1948	A	35646	A1	11
1948	A	35649	A2	14
1949	A	35661	A1	9
1950	A	35663	A1	2
1950	A	35666	A2	20
